id,vintage_id,wine_name,producer,location,transaction_type,quantity,unit_cost,total_cost,reference_id,notes,created_at
5688,696,"Bruno Giacosa Barolo Falletto 2020","Bruno",Guest Pantry 1,OUT,1,,,consumption-2025-01-04,"Guest service - 2 guests",2025-01-04
5689,767,"Marqués de Murrieta Castillo Ygay 2005","Marqués de",Wine Fridge Port,OUT,2,,,consumption-2025-01-04,"Guest service - 4 guests",2025-01-04
3439,754,"Artadi Viña El Pisón 2008","Artadi",Fridge 2,ADJUST,1,,,,"Weekly audit adjustment",2025-01-05
3440,607,"Gaja Barbaresco 2009","Gaja",Main Cellar B3,ADJUST,1,,,,"Weekly audit adjustment",2025-01-05
3441,560,"Raveneau Chablis Grand Cru Blanchot 2018","Raveneau",Main Cellar B3,ADJUST,1,,,,"Weekly audit adjustment",2025-01-05
5690,204,"Château Pontet‑Canet 2008","Château Pontet‑Canet 2008",Fridge 1,ADJUST,1,,,,"Weekly audit adjustment",2025-01-05
5691,407,"DRC Echézeaux 2002","DRC",Main Cellar B3,ADJUST,1,,,,"Weekly audit adjustment",2025-01-05
5692,206,"Château Calon‑Ségur 2015","Château Calon‑Ségur 2015",Wine Fridge Starboard,ADJUST,1,,,,"Weekly audit adjustment",2025-01-05
3442,520,"Dauvissat Chablis Grand Cru Les Preuses 2005","Dauvissat",Main Cellar A1,ADJUST,1,,,,"Weekly audit adjustment",2025-01-12
3443,897,"Bryant Family Cabernet 2010","Bryant",Guest Pantry 1,ADJUST,1,,,,"Weekly audit adjustment",2025-01-12
3444,850,"Wittmann Morstein GG 2012","Wittmann",Guest Pantry 1,ADJUST,1,,,,"Weekly audit adjustment",2025-01-12
5693,937,"Peter Michael Les Pavots 2016","Peter",Fridge 2,ADJUST,1,,,,"Weekly audit adjustment",2025-01-12
5694,355,"Château Carbonnieux Blanc 2022","Château Carbonnieux Blanc 2022",Wine Fridge Starboard,ADJUST,1,,,,"Weekly audit adjustment",2025-01-12
3445,952,"Colgin IX Estate Red 2016","Colgin IX",Fridge 1,OUT,1,,,consumption-2025-01-14,"Guest service - 3 guests",2025-01-14
5695,145,"Château Cos d'Estournel 2008","Château Cos d'Estournel 2008",Fridge 1,OUT,1,,,consumption-2025-01-14,"Guest service - 2 guests",2025-01-14
5696,512,"Pierre‑Yves Colin‑Morey Chassagne‑Montrachet 1er Cru 2009","Pierre‑Yves",Main Cellar A2,OUT,1,,,consumption-2025-01-16,"Guest service - 3 guests",2025-01-16
3446,584,"Biondi‑Santi Brunello 2012","Biondi‑Santi",Fridge 1,ADJUST,1,,,,"Weekly audit adjustment",2025-01-19
3447,94,"Veuve Clicquot La Grande Dame 2002","Veuve",Guest Pantry 1,ADJUST,1,,,,"Weekly audit adjustment",2025-01-19
3448,684,"Gaja Barbaresco 2012","Gaja",Fridge 2,ADJUST,1,,,,"Weekly audit adjustment",2025-01-19
5697,792,"Muga Prado Enea Gran Reserva 2016","Muga",Main Cellar A1,ADJUST,1,,,,"Weekly audit adjustment",2025-01-19
5698,151,"Château Brane‑Cantenac 2019","Château Brane‑Cantenac 2019",Fridge 1,ADJUST,1,,,,"Weekly audit adjustment",2025-01-19
3449,488,"Georges Roumier Bonnes‑Mares 2015","Georges",Guest Pantry 2,ADJUST,1,,,,"Weekly audit adjustment",2025-01-26
3450,636,"Sassicaia 2002","Sassicaia",Guest Pantry 2,ADJUST,1,,,,"Weekly audit adjustment",2025-01-26
3451,981,"Château Suduiraut Sauternes 1991","Château Suduiraut Sauternes 1991",Fridge 2,ADJUST,1,,,,"Weekly audit adjustment",2025-01-26
5699,389,"Faiveley Mazis‑Chambertin 2019","Faiveley",Fridge 1,ADJUST,1,,,,"Weekly audit adjustment",2025-01-26
5700,659,"Sassicaia 2012","Sassicaia",Guest Pantry 2,ADJUST,1,,,,"Weekly audit adjustment",2025-01-26
5701,41,"Krug Grande Cuvée 2016","Krug",Main Cellar A1,ADJUST,1,,,,"Weekly audit adjustment",2025-01-26
3452,786,"Marqués de Murrieta Castillo Ygay 2000","Marqués de",Guest Pantry 2,ADJUST,1,,,,"Weekly audit adjustment",2025-02-02
3453,712,"Pieropan Soave La Rocca 2005","Pieropan",Fridge 1,ADJUST,1,,,,"Weekly audit adjustment",2025-02-02
3454,18,"Dom Pérignon 2011","Dom",Main Cellar A2,ADJUST,1,,,,"Weekly audit adjustment",2025-02-02
5702,267,"Château Margaux 2014","Château Margaux 2014",Fridge 2,ADJUST,1,,,,"Weekly audit adjustment",2025-02-02
5703,351,"Pavillon Blanc du Château Margaux 2015","Pavillon",Fridge 2,ADJUST,1,,,,"Weekly audit adjustment",2025-02-02
3455,445,"Claude Dugat Gevrey 1er Cru 2005","Claude",Fridge 2,ADJUST,1,,,,"Weekly audit adjustment",2025-02-09
3456,673,"Vietti Barolo Ravera 2019","Vietti",Guest Pantry 1,ADJUST,1,,,,"Weekly audit adjustment",2025-02-09
5704,651,"Ornellaia 2019","Ornellaia",Main Cellar A2,ADJUST,1,,,,"Weekly audit adjustment",2025-02-09
5705,961,"Joseph Phelps Insignia 2008","Joseph",Main Cellar A2,ADJUST,1,,,,"Weekly audit adjustment",2025-02-09
5706,67,"Krug Clos du Mesnil 2005","Krug",Guest Pantry 1,ADJUST,1,,,,"Weekly audit adjustment",2025-02-09
3457,643,"Solaia 2015","Solaia",Wine Fridge Port,ADJUST,1,,,,"Weekly audit adjustment",2025-02-16
3458,169,"Château Cos d'Estournel 2005","Château Cos d'Estournel 2005",Fridge 2,ADJUST,1,,,,"Weekly audit adjustment",2025-02-16
3459,105,"Dom Pérignon 2018","Dom",Main Cellar B3,ADJUST,1,,,,"Weekly audit adjustment",2025-02-16
5707,784,"Vega Sicilia Único 2005","Vega",Fridge 2,ADJUST,1,,,,"Weekly audit adjustment",2025-02-16
5708,989,"Taylor's Vintage Port 2005","Taylor's",Guest Pantry 1,ADJUST,1,,,,"Weekly audit adjustment",2025-02-16
5709,161,"Château Cos d'Estournel 2009","Château Cos d'Estournel 2009",Fridge 2,ADJUST,1,,,,"Weekly audit adjustment",2025-02-16
5710,961,"Joseph Phelps Insignia 2008","Joseph",Main Cellar A2,IN,12,,,intake-347,"Delivery from order #347",2025-02-21
3460,259,"Château Ducru-Beaucaillou 2015","Château Ducru-Beaucaillou 2015",Wine Fridge Starboard,ADJUST,1,,,,"Weekly audit adjustment",2025-02-23
3461,362,"Pavillon Blanc du Château Margaux 2016","Pavillon",Wine Fridge Port,ADJUST,1,,,,"Weekly audit adjustment",2025-02-23
5711,713,"Jermann Vintage Tunina 2019","Jermann",Main Cellar A1,ADJUST,1,,,,"Weekly audit adjustment",2025-02-23
5712,41,"Krug Grande Cuvée 2016","Krug",Main Cellar A1,ADJUST,1,,,,"Weekly audit adjustment",2025-02-23
5713,51,"Salon Le Mesnil Blanc de Blancs 2018","Salon Le",Fridge 2,ADJUST,1,,,,"Weekly audit adjustment",2025-02-23
3462,74,"Salon Le Mesnil Blanc de Blancs 2008","Salon Le",Fridge 1,OUT,1,,,consumption-2025-02-24,"Guest service - 2 guests",2025-02-24
3463,274,"Château Cos d'Estournel 2010","Château Cos d'Estournel 2010",Main Cellar B1,OUT,2,,,consumption-2025-02-27,"Guest service - 4 guests",2025-02-27
3464,42,"Dom Pérignon 2012","Dom",Guest Pantry 1,OUT,1,,,consumption-2025-02-27,"Guest service - 2 guests",2025-02-27
3465,169,"Château Cos d'Estournel 2005","Château Cos d'Estournel 2005",Fridge 2,IN,12,,,intake-99,"Delivery from order #99",2025-02-28
3466,679,"Solaia 2014","Solaia",Main Cellar A1,OUT,2,,,consumption-2025-03-02,"Guest service - 8 guests",2025-03-02
3467,209,"Château Haut-Brion 2018","Château Haut-Brion 2018",Wine Fridge Port,ADJUST,1,,,,"Weekly audit adjustment",2025-03-02
3468,246,"Château Giscours 2012","Château Giscours 2012",Guest Pantry 2,ADJUST,1,,,,"Weekly audit adjustment",2025-03-02
3469,225,"Château Pichon Comtesse 2008","Château Pichon Comtesse 2008",Guest Pantry 2,ADJUST,1,,,,"Weekly audit adjustment",2025-03-02
5714,298,"Château Talbot 2018","Château Talbot 2018",Main Cellar A2,ADJUST,1,,,,"Weekly audit adjustment",2025-03-02
5715,772,"Marqués de Murrieta Castillo Ygay 2016","Marqués de",Main Cellar A2,ADJUST,1,,,,"Weekly audit adjustment",2025-03-02
5716,676,"Masseto 2014","Masseto",Fridge 1,ADJUST,1,,,,"Weekly audit adjustment",2025-03-02
3470,314,"Château Giscours 2009","Château Giscours 2009",Main Cellar B3,OUT,2,,,consumption-2025-03-04,"Guest service - 5 guests",2025-03-04
3471,585,"Gaja Barbaresco 2002","Gaja",Fridge 1,OUT,4,,,consumption-2025-03-04,"Guest service - 8 guests",2025-03-04
5717,206,"Château Calon‑Ségur 2015","Château Calon‑Ségur 2015",Wine Fridge Starboard,OUT,1,,,consumption-2025-03-04,"Guest service - 2 guests",2025-03-04
5718,735,"Cantina Terlano Vorberg Pinot Bianco Riserva 2018","Cantina",Fridge 2,OUT,1,,,consumption-2025-03-04,"Guest service - 4 guests",2025-03-04
3472,169,"Château Cos d'Estournel 2005","Château Cos d'Estournel 2005",Fridge 2,IN,12,,,intake-98,"Delivery from order #98",2025-03-05
5719,456,"Sylvain Cathiard Vosne‑Romanée 1er Cru 2010","Sylvain",Main Cellar B1,OUT,2,,,consumption-2025-03-07,"Guest service - 4 guests",2025-03-07
5720,723,"Planeta Chardonnay 2005","Planeta",Fridge 2,OUT,3,,,consumption-2025-03-08,"Guest service - 7 guests",2025-03-08
3473,532,"Bonneau du Martray Corton‑Charlemagne 2014","Bonneau du",Main Cellar A1,OUT,4,,,consumption-2025-03-09,"Guest service - 8 guests",2025-03-09
3474,947,"Bryant Family Cabernet 2015","Bryant",Main Cellar A2,ADJUST,1,,,,"Weekly audit adjustment",2025-03-09
3475,272,"Château Calon‑Ségur 2014","Château Calon‑Ségur 2014",Guest Pantry 1,ADJUST,1,,,,"Weekly audit adjustment",2025-03-09
3476,812,"La Rioja Alta 904 Gran Reserva 2014","La",Main Cellar B1,ADJUST,1,,,,"Weekly audit adjustment",2025-03-09
5721,940,"Joseph Phelps Insignia 2005","Joseph",Fridge 2,ADJUST,1,,,,"Weekly audit adjustment",2025-03-09
5722,266,"Château Lafite Rothschild 2016","Château Lafite Rothschild 2016",Fridge 2,ADJUST,1,,,,"Weekly audit adjustment",2025-03-09
3477,58,"Dom Pérignon 2009","Dom",Guest Pantry 1,OUT,2,,,consumption-2025-03-10,"Guest service - 4 guests",2025-03-10
5723,849,"Dönnhoff Hermannshöhle GG 2010","Dönnhoff",Main Cellar A2,OUT,2,,,consumption-2025-03-10,"Guest service - 4 guests",2025-03-10
5724,112,"Louis Roederer Cristal 2008","Louis",Fridge 2,OUT,3,,,consumption-2025-03-11,"Guest service - 7 guests",2025-03-11
5725,735,"Cantina Terlano Vorberg Pinot Bianco Riserva 2018","Cantina",Fridge 2,OUT,3,,,consumption-2025-03-11,"Guest service - 7 guests",2025-03-11
3478,213,"Château Rauzan‑Ségla 2012","Château Rauzan‑Ségla 2012",Wine Fridge Starboard,OUT,3,,,consumption-2025-03-12,"Guest service - 8 guests",2025-03-12
3479,780,"Marqués de Murrieta Castillo Ygay 2010","Marqués de",Guest Pantry 1,OUT,3,,,consumption-2025-03-12,"Guest service - 6 guests",2025-03-12
5726,886,"Spottswoode Estate Cabernet 2009","Spottswoode",Guest Pantry 2,OUT,4,,,consumption-2025-03-13,"Guest service - 8 guests",2025-03-13
5727,45,"Krug Grande Cuvée 2010","Krug",Fridge 2,OUT,2,,,consumption-2025-03-13,"Guest service - 6 guests",2025-03-13
3480,314,"Château Giscours 2009","Château Giscours 2009",Main Cellar B3,IN,12,,,intake-100,"Delivery from order #100",2025-03-14
5728,456,"Sylvain Cathiard Vosne‑Romanée 1er Cru 2010","Sylvain",Main Cellar B1,IN,12,,,intake-348,"Delivery from order #348",2025-03-14
3481,88,"Krug Vintage 2016","Krug",Fridge 1,OUT,3,,,consumption-2025-03-15,"Guest service - 9 guests",2025-03-15
3482,716,"Cantina Terlano Vorberg Pinot Bianco Riserva 2002","Cantina",Fridge 2,OUT,3,,,consumption-2025-03-15,"Guest service - 10 guests",2025-03-15
3483,919,"Joseph Phelps Insignia 2018","Joseph",Fridge 1,ADJUST,1,,,,"Weekly audit adjustment",2025-03-16
3484,976,"Graham's Vintage Port 1998","Graham's",Wine Fridge Port,ADJUST,1,,,,"Weekly audit adjustment",2025-03-16
5729,3,"Taittinger Comtes de Champagne 2002","Taittinger",Main Cellar B3,ADJUST,1,,,,"Weekly audit adjustment",2025-03-16
5730,548,"Coche‑Dury Meursault 2014","Coche‑Dury",Fridge 1,ADJUST,1,,,,"Weekly audit adjustment",2025-03-16
5731,122,"Taittinger Comtes de Champagne 2010","Taittinger",Wine Fridge Starboard,ADJUST,1,,,,"Weekly audit adjustment",2025-03-16
3485,189,"Château Cos d'Estournel 2018","Château Cos d'Estournel 2018",Main Cellar A1,OUT,2,,,consumption-2025-03-17,"Guest service - 4 guests",2025-03-17
5732,510,"Domaine Leflaive Puligny‑Montrachet 1er Cru 2012","Domaine",Guest Pantry 1,OUT,1,,,consumption-2025-03-17,"Guest service - 3 guests",2025-03-17
5733,456,"Sylvain Cathiard Vosne‑Romanée 1er Cru 2010","Sylvain",Main Cellar B1,IN,12,,,intake-349,"Delivery from order #349",2025-03-18
3486,58,"Dom Pérignon 2009","Dom",Guest Pantry 1,IN,12,,,intake-103,"Delivery from order #103",2025-03-20
3487,780,"Marqués de Murrieta Castillo Ygay 2010","Marqués de",Guest Pantry 1,IN,12,,,intake-103,"Delivery from order #103",2025-03-20
3488,88,"Krug Vintage 2016","Krug",Fridge 1,IN,12,,,intake-103,"Delivery from order #103",2025-03-20
3489,213,"Château Rauzan‑Ségla 2012","Château Rauzan‑Ségla 2012",Wine Fridge Starboard,IN,12,,,intake-103,"Delivery from order #103",2025-03-20
3490,424,"Faiveley Mazis‑Chambertin 2014","Faiveley",Guest Pantry 2,OUT,1,,,consumption-2025-03-20,"Guest service - 2 guests",2025-03-20
3491,473,"Armand Rousseau Chambertin 2017","Armand",Main Cellar A1,OUT,1,,,consumption-2025-03-20,"Guest service - 2 guests",2025-03-20
5734,5,"Veuve Clicquot La Grande Dame 2009","Veuve",Main Cellar A1,OUT,1,,,consumption-2025-03-20,"Guest service - 2 guests",2025-03-20
5735,467,"Sylvain Cathiard Vosne‑Romanée 1er Cru 2012","Sylvain",Guest Pantry 1,OUT,1,,,consumption-2025-03-20,"Guest service - 2 guests",2025-03-20
3492,58,"Dom Pérignon 2009","Dom",Guest Pantry 1,IN,12,,,intake-102,"Delivery from order #102",2025-03-21
3493,780,"Marqués de Murrieta Castillo Ygay 2010","Marqués de",Guest Pantry 1,IN,12,,,intake-102,"Delivery from order #102",2025-03-21
3494,213,"Château Rauzan‑Ségla 2012","Château Rauzan‑Ségla 2012",Wine Fridge Starboard,IN,12,,,intake-102,"Delivery from order #102",2025-03-21
3495,58,"Dom Pérignon 2009","Dom",Guest Pantry 1,IN,12,,,intake-101,"Delivery from order #101",2025-03-22
3496,780,"Marqués de Murrieta Castillo Ygay 2010","Marqués de",Guest Pantry 1,IN,12,,,intake-101,"Delivery from order #101",2025-03-22
3497,213,"Château Rauzan‑Ségla 2012","Château Rauzan‑Ségla 2012",Wine Fridge Starboard,IN,12,,,intake-101,"Delivery from order #101",2025-03-22
3498,314,"Château Giscours 2009","Château Giscours 2009",Main Cellar B3,IN,12,,,intake-101,"Delivery from order #101",2025-03-22
3499,505,"Pierre‑Yves Colin‑Morey Chassagne‑Montrachet 1er Cru 2010","Pierre‑Yves",Fridge 2,ADJUST,1,,,,"Weekly audit adjustment",2025-03-23
3500,323,"Pavillon Blanc du Château Margaux 2012","Pavillon",Fridge 1,ADJUST,1,,,,"Weekly audit adjustment",2025-03-23
5736,991,"Royal Tokaji 6P Aszú 2019","Royal",Main Cellar B3,ADJUST,1,,,,"Weekly audit adjustment",2025-03-23
5737,103,"Dom Pérignon 2010","Dom",Main Cellar B3,ADJUST,1,,,,"Weekly audit adjustment",2025-03-23
5738,616,"Biondi‑Santi Brunello 2008","Biondi‑Santi",Fridge 1,ADJUST,1,,,,"Weekly audit adjustment",2025-03-23
3501,273,"Château Pontet‑Canet 2012","Château Pontet‑Canet 2012",Fridge 1,OUT,1,,,consumption-2025-03-24,"Guest service - 2 guests",2025-03-24
3502,663,"Tua Rita Redigaffi 2015","Tua",Main Cellar B3,OUT,1,,,consumption-2025-03-24,"Guest service - 3 guests",2025-03-24
5739,569,"Raveneau Chablis Grand Cru Blanchot 2019","Raveneau",Wine Fridge Port,OUT,1,,,consumption-2025-03-24,"Guest service - 3 guests",2025-03-24
5740,44,"Bollinger La Grande Année 2009","Bollinger La",Main Cellar A1,OUT,2,,,consumption-2025-03-24,"Guest service - 3 guests",2025-03-24
3503,666,"Ornellaia 2012","Ornellaia",Fridge 2,OUT,3,,,consumption-2025-03-26,"Guest service - 7 guests",2025-03-26
3504,850,"Wittmann Morstein GG 2012","Wittmann",Guest Pantry 1,OUT,3,,,consumption-2025-03-26,"Guest service - 10 guests",2025-03-26
3505,976,"Graham's Vintage Port 1998","Graham's",Wine Fridge Port,OUT,4,,,consumption-2025-03-27,"Guest service - 8 guests",2025-03-27
3506,260,"Château Montrose 2010","Château Montrose 2010",Guest Pantry 1,OUT,2,,,consumption-2025-03-27,"Guest service - 6 guests",2025-03-27
5741,467,"Sylvain Cathiard Vosne‑Romanée 1er Cru 2012","Sylvain",Guest Pantry 1,IN,12,,,intake-350,"Delivery from order #350",2025-03-27
5742,510,"Domaine Leflaive Puligny‑Montrachet 1er Cru 2012","Domaine",Guest Pantry 1,IN,12,,,intake-350,"Delivery from order #350",2025-03-27
5743,867,"Keller G‑Max Riesling 2009","Keller",Wine Fridge Port,OUT,1,,,consumption-2025-03-28,"Guest service - 4 guests",2025-03-28
5744,130,"Château Léoville Las Cases 2008","Château Léoville Las Cases 2008",Fridge 1,OUT,1,,,consumption-2025-03-28,"Guest service - 4 guests",2025-03-28
3507,505,"Pierre‑Yves Colin‑Morey Chassagne‑Montrachet 1er Cru 2010","Pierre‑Yves",Fridge 2,IN,12,,,intake-104,"Delivery from order #104",2025-03-29
3508,300,"Château Latour 2018","Château Latour 2018",Fridge 1,OUT,2,,,consumption-2025-03-29,"Guest service - 4 guests",2025-03-29
3509,103,"Dom Pérignon 2010","Dom",Main Cellar B3,OUT,1,,,consumption-2025-03-29,"Guest service - 2 guests",2025-03-29
3510,249,"Château Lynch‑Bages 2019","Château Lynch‑Bages 2019",Main Cellar A1,OUT,2,,,consumption-2025-03-30,"Guest service - 6 guests",2025-03-30
3511,86,"Krug Vintage 1997","Krug",Main Cellar B1,OUT,6,,,consumption-2025-03-30,"Guest service - 12 guests",2025-03-30
3512,972,"Château Suduiraut Sauternes 2005","Château Suduiraut Sauternes 2005",Wine Fridge Port,ADJUST,1,,,,"Weekly audit adjustment",2025-03-30
3513,376,"Sylvain Cathiard Vosne‑Romanée 1er Cru 2015","Sylvain",Main Cellar B1,ADJUST,1,,,,"Weekly audit adjustment",2025-03-30
5745,838,"Dr. Loosen Ürziger Würzgarten GG 2009","Dr.",Main Cellar B3,ADJUST,1,,,,"Weekly audit adjustment",2025-03-30
5746,328,"Château Haut‑Brion Blanc 2006","Château Haut‑Brion Blanc 2006",Main Cellar B3,ADJUST,1,,,,"Weekly audit adjustment",2025-03-30
3514,506,"Dauvissat Chablis Grand Cru Les Preuses 2016","Dauvissat",Guest Pantry 1,OUT,2,,,consumption-2025-03-31,"Guest service - 6 guests",2025-03-31
3515,55,"Krug Grande Cuvée 2009","Krug",Fridge 2,OUT,3,,,consumption-2025-03-31,"Guest service - 12 guests",2025-03-31
5747,120,"Krug Vintage 2009","Krug",Main Cellar B3,OUT,6,,,consumption-2025-03-31,"Guest service - 12 guests",2025-03-31
3516,666,"Ornellaia 2012","Ornellaia",Fridge 2,IN,12,,,intake-105,"Delivery from order #105",2025-04-01
3517,505,"Pierre‑Yves Colin‑Morey Chassagne‑Montrachet 1er Cru 2010","Pierre‑Yves",Fridge 2,IN,12,,,intake-105,"Delivery from order #105",2025-04-01
3518,976,"Graham's Vintage Port 1998","Graham's",Wine Fridge Port,IN,12,,,intake-105,"Delivery from order #105",2025-04-01
3519,38,"Krug Vintage 2012","Krug",Guest Pantry 1,OUT,1,,,consumption-2025-04-01,"Guest service - 4 guests",2025-04-01
3520,822,"CVNE Imperial Gran Reserva 2008","CVNE",Fridge 1,OUT,2,,,consumption-2025-04-01,"Guest service - 4 guests",2025-04-01
5748,927,"Opus One 2012","Opus One",Main Cellar B1,OUT,1,,,consumption-2025-04-01,"Guest service - 3 guests",2025-04-01
3521,400,"Faiveley Mazis‑Chambertin 2012","Faiveley",Guest Pantry 2,OUT,2,,,consumption-2025-04-02,"Guest service - 4 guests",2025-04-02
3522,381,"Domaine Dujac Clos de la Roche 2005","Domaine",Main Cellar A2,OUT,1,,,consumption-2025-04-03,"Guest service - 3 guests",2025-04-03
5749,861,"Wittmann Morstein GG 2014","Wittmann",Main Cellar A1,OUT,2,,,consumption-2025-04-03,"Guest service - 3 guests",2025-04-03
3523,335,"Château Pape Clément Blanc 2008","Château Pape Clément Blanc 2008",Guest Pantry 1,OUT,1,,,consumption-2025-04-04,"Guest service - 3 guests",2025-04-04
3524,278,"Château Talbot 2019","Château Talbot 2019",Main Cellar A2,OUT,1,,,consumption-2025-04-04,"Guest service - 2 guests",2025-04-04
3525,467,"Sylvain Cathiard Vosne‑Romanée 1er Cru 2012","Sylvain",Guest Pantry 1,ADJUST,1,,,,"Weekly audit adjustment",2025-04-05
3526,888,"Colgin IX Estate Red 2012","Colgin IX",Fridge 1,ADJUST,1,,,,"Weekly audit adjustment",2025-04-05
5750,31,"Bollinger La Grande Année 2014","Bollinger La",Fridge 1,OUT,4,,,consumption-2025-04-05,"Guest service - 12 guests",2025-04-05
5751,363,"Domaine de Chevalier Blanc 2019","Domaine de",Fridge 2,OUT,3,,,consumption-2025-04-05,"Guest service - 6 guests",2025-04-05
5752,414,"Sylvain Cathiard Vosne‑Romanée 1er Cru 2008","Sylvain",Guest Pantry 1,ADJUST,1,,,,"Weekly audit adjustment",2025-04-05
5753,447,"Claude Dugat Gevrey 1er Cru 2016","Claude",Fridge 2,ADJUST,1,,,,"Weekly audit adjustment",2025-04-05
3527,666,"Ornellaia 2012","Ornellaia",Fridge 2,IN,12,,,intake-106,"Delivery from order #106",2025-04-06
3528,976,"Graham's Vintage Port 1998","Graham's",Wine Fridge Port,IN,12,,,intake-106,"Delivery from order #106",2025-04-06
3529,148,"Château Léoville Las Cases 2019","Château Léoville Las Cases 2019",Guest Pantry 1,OUT,1,,,consumption-2025-04-06,"Guest service - 4 guests",2025-04-06
3530,516,"Raveneau Chablis Grand Cru Blanchot 2015","Raveneau",Guest Pantry 2,OUT,2,,,consumption-2025-04-06,"Guest service - 4 guests",2025-04-06
3531,113,"Pol Roger Sir Winston Churchill 2008","Pol",Wine Fridge Starboard,OUT,3,,,consumption-2025-04-07,"Guest service - 8 guests",2025-04-07
5754,148,"Château Léoville Las Cases 2019","Château Léoville Las Cases 2019",Guest Pantry 1,OUT,3,,,consumption-2025-04-07,"Guest service - 10 guests",2025-04-07
5755,826,"Egon Müller Scharzhofberger Auslese 2006","Egon",Fridge 1,OUT,6,,,consumption-2025-04-09,"Guest service - 11 guests",2025-04-09
3532,86,"Krug Vintage 1997","Krug",Main Cellar B1,IN,12,,,intake-107,"Delivery from order #107",2025-04-12
3533,220,"Château Calon‑Ségur 2010","Château Calon‑Ségur 2010",Main Cellar A1,ADJUST,1,,,,"Weekly audit adjustment",2025-04-12
3534,923,"Shafer Hillside Select 2014","Shafer",Fridge 1,ADJUST,1,,,,"Weekly audit adjustment",2025-04-12
3535,567,"Roulot Meursault 1er Cru 2008","Roulot",Guest Pantry 2,ADJUST,1,,,,"Weekly audit adjustment",2025-04-12
5756,371,"Domaine de Chevalier Blanc 2010","Domaine de",Fridge 1,ADJUST,1,,,,"Weekly audit adjustment",2025-04-12
5757,17,"Taittinger Comtes de Champagne 2012","Taittinger",Guest Pantry 2,ADJUST,1,,,,"Weekly audit adjustment",2025-04-12
5758,357,"Domaine de Chevalier Blanc 2009","Domaine de",Guest Pantry 1,ADJUST,1,,,,"Weekly audit adjustment",2025-04-12
5759,519,"Pierre‑Yves Colin‑Morey Chassagne‑Montrachet 1er Cru 2018","Pierre‑Yves",Guest Pantry 2,OUT,4,,,consumption-2025-04-13,"Guest service - 12 guests",2025-04-13
5760,725,"Planeta Chardonnay 2018","Planeta",Fridge 2,OUT,6,,,consumption-2025-04-13,"Guest service - 12 guests",2025-04-13
3536,363,"Domaine de Chevalier Blanc 2019","Domaine de",Fridge 2,OUT,4,,,consumption-2025-04-14,"Guest service - 8 guests",2025-04-14
5761,336,"Château Pape Clément Blanc 2010","Château Pape Clément Blanc 2010",Guest Pantry 1,OUT,3,,,consumption-2025-04-14,"Guest service - 9 guests",2025-04-14
5762,457,"Georges Roumier Bonnes‑Mares 2019","Georges",Main Cellar B3,OUT,3,,,consumption-2025-04-14,"Guest service - 9 guests",2025-04-14
3537,881,"Peter Michael Les Pavots 2014","Peter",Wine Fridge Starboard,OUT,2,,,consumption-2025-04-16,"Guest service - 4 guests",2025-04-16
5763,413,"Domaine Dujac Clos de la Roche 2018","Domaine",Fridge 2,OUT,2,,,consumption-2025-04-16,"Guest service - 6 guests",2025-04-16
5764,68,"Krug Vintage 2005","Krug",Fridge 2,OUT,2,,,consumption-2025-04-17,"Guest service - 7 guests",2025-04-17
5765,873,"Dönnhoff Hermannshöhle GG 2016","Dönnhoff",Main Cellar B1,OUT,3,,,consumption-2025-04-17,"Guest service - 7 guests",2025-04-17
3538,239,"Château Haut-Brion 2002","Château Haut-Brion 2002",Wine Fridge Port,OUT,3,,,consumption-2025-04-18,"Guest service - 10 guests",2025-04-18
5766,923,"Shafer Hillside Select 2014","Shafer",Fridge 1,OUT,3,,,consumption-2025-04-18,"Guest service - 12 guests",2025-04-18
3539,108,"Bollinger La Grande Année 2018","Bollinger La",Main Cellar A2,OUT,3,,,consumption-2025-04-19,"Guest service - 12 guests",2025-04-19
3540,531,"Coche‑Dury Meursault 2022","Coche‑Dury",Guest Pantry 2,OUT,2,,,consumption-2025-04-19,"Guest service - 6 guests",2025-04-19
3541,168,"Château Calon‑Ségur 2005","Château Calon‑Ségur 2005",Guest Pantry 1,ADJUST,1,,,,"Weekly audit adjustment",2025-04-19
3542,605,"Masseto 2002","Masseto",Fridge 1,ADJUST,1,,,,"Weekly audit adjustment",2025-04-19
5767,307,"Château Mouton Rothschild 2010","Château Mouton Rothschild 2010",Main Cellar B1,ADJUST,1,,,,"Weekly audit adjustment",2025-04-19
5768,745,"Planeta Chardonnay 2014","Planeta",Main Cellar A2,ADJUST,1,,,,"Weekly audit adjustment",2025-04-19
3543,113,"Pol Roger Sir Winston Churchill 2008","Pol",Wine Fridge Starboard,IN,12,,,intake-108,"Delivery from order #108",2025-04-22
3544,922,"Shafer Hillside Select 2009","Shafer",Main Cellar A2,OUT,5,,,consumption-2025-04-22,"Guest service - 9 guests",2025-04-22
5769,249,"Château Lynch‑Bages 2019","Château Lynch‑Bages 2019",Main Cellar A1,OUT,1,,,consumption-2025-04-22,"Guest service - 4 guests",2025-04-22
5770,131,"Château Beychevelle 2020","Château Beychevelle 2020",Wine Fridge Port,OUT,2,,,consumption-2025-04-22,"Guest service - 6 guests",2025-04-22
3545,677,"Ornellaia 2016","Ornellaia",Main Cellar A2,OUT,2,,,consumption-2025-04-24,"Guest service - 6 guests",2025-04-24
