id,vintage_id,wine_id,wine_type,quantity,location,event_type,metadata,created_at
4634,504,null,White,12,Fridge 2,receive,"{"order_id":358}",2025-06-15
4635,607,607,Red,5,Main Cellar B3,consume,"{"guest_count":9}",2025-06-15
4636,488,488,Red,1,Guest Pantry 2,consume,"{"guest_count":4}",2025-06-16
4637,155,155,Red,2,Main Cellar B3,consume,"{"guest_count":7}",2025-06-16
3056,440,440,Red,1,Wine Fridge Starboard,consume,"{"guest_count":4}",2025-06-17
4638,99,null,Sparkling,12,Guest Pantry 1,receive,"{"order_id":360}",2025-06-17
4639,202,null,Red,12,Fridge 2,receive,"{"order_id":360}",2025-06-17
4640,857,null,White,12,Fridge 2,receive,"{"order_id":360}",2025-06-17
4641,452,null,Red,12,Fridge 2,receive,"{"order_id":360}",2025-06-17
4642,504,null,White,12,Fridge 2,receive,"{"order_id":360}",2025-06-17
4643,613,null,Red,12,Fridge 2,receive,"{"order_id":360}",2025-06-17
4644,801,801,Red,3,Main Cellar A1,consume,"{"guest_count":6}",2025-06-17
4645,393,393,Red,2,Main Cellar B1,consume,"{"guest_count":4}",2025-06-18
4646,407,407,Red,1,Main Cellar B3,consume,"{"guest_count":3}",2025-06-18
3057,579,null,White,12,Main Cellar A2,receive,"{"order_id":116}",2025-06-19
3058,304,null,Red,12,Main Cellar B3,receive,"{"order_id":116}",2025-06-19
3059,258,258,Red,2,Guest Pantry 1,consume,"{"guest_count":4}",2025-06-19
3060,628,628,Red,1,Fridge 1,consume,"{"guest_count":3}",2025-06-20
3061,203,203,Red,2,Main Cellar A1,consume,"{"guest_count":4}",2025-06-20
4647,99,null,Sparkling,12,Guest Pantry 1,receive,"{"order_id":359}",2025-06-20
4648,857,null,White,12,Fridge 2,receive,"{"order_id":359}",2025-06-20
4649,452,null,Red,12,Fridge 2,receive,"{"order_id":359}",2025-06-20
4650,504,null,White,12,Fridge 2,receive,"{"order_id":359}",2025-06-20
4651,613,null,Red,12,Fridge 2,receive,"{"order_id":359}",2025-06-20
4652,331,331,White,6,Main Cellar B3,consume,"{"guest_count":12}",2025-06-20
3062,142,142,Red,2,Guest Pantry 1,consume,"{"guest_count":3}",2025-06-21
4653,806,806,Red,3,Fridge 2,consume,"{"guest_count":7}",2025-06-21
4654,353,353,White,2,Main Cellar A2,consume,"{"guest_count":4}",2025-06-21
3063,247,247,Red,3,Main Cellar A1,consume,"{"guest_count":7}",2025-06-22
4655,607,607,Red,4,Main Cellar B3,consume,"{"guest_count":10}",2025-06-22
4656,915,915,Red,4,Fridge 2,consume,"{"guest_count":8}",2025-06-22
3064,24,24,Sparkling,2,Guest Pantry 1,consume,"{"guest_count":6}",2025-06-23
3065,88,88,Sparkling,2,Fridge 1,consume,"{"guest_count":8}",2025-06-23
4657,698,698,White,4,Fridge 1,consume,"{"guest_count":11}",2025-06-23
3066,742,742,White,2,Guest Pantry 2,consume,"{"guest_count":7}",2025-06-24
4658,393,null,Red,12,Main Cellar B1,receive,"{"order_id":361}",2025-06-24
4659,467,467,Red,3,Guest Pantry 1,consume,"{"guest_count":8}",2025-06-24
4660,470,470,Red,2,Main Cellar A2,consume,"{"guest_count":5}",2025-06-24
4661,490,490,Red,4,Main Cellar B1,consume,"{"guest_count":8}",2025-06-25
3067,327,327,White,3,Wine Fridge Port,consume,"{"guest_count":8}",2025-06-26
3068,223,223,Red,3,Guest Pantry 2,consume,"{"guest_count":10}",2025-06-26
4662,158,158,Red,3,Main Cellar A2,consume,"{"guest_count":5}",2025-06-26
4663,823,823,White,2,Main Cellar A2,consume,"{"guest_count":5}",2025-06-26
4664,785,785,Red,1,Main Cellar A1,consume,"{"guest_count":2}",2025-06-27
4665,361,361,White,1,Guest Pantry 2,consume,"{"guest_count":3}",2025-06-27
4666,106,106,Sparkling,4,Main Cellar A2,consume,"{"guest_count":10}",2025-06-29
4667,353,null,White,12,Main Cellar A2,receive,"{"order_id":362}",2025-06-30
4668,393,null,Red,12,Main Cellar B1,receive,"{"order_id":362}",2025-06-30
4669,806,null,Red,12,Fridge 2,receive,"{"order_id":362}",2025-06-30
4670,318,318,Red,1,Main Cellar A1,consume,"{"guest_count":2}",2025-06-30
4671,261,261,Red,2,Fridge 2,consume,"{"guest_count":4}",2025-06-30
3069,643,643,Red,2,Wine Fridge Port,consume,"{"guest_count":3}",2025-07-01
3070,566,566,White,3,Fridge 2,consume,"{"guest_count":8}",2025-07-02
3071,323,323,White,3,Fridge 1,consume,"{"guest_count":11}",2025-07-02
4672,698,null,White,12,Fridge 1,receive,"{"order_id":364}",2025-07-02
4673,470,null,Red,12,Main Cellar A2,receive,"{"order_id":364}",2025-07-02
4674,353,null,White,12,Main Cellar A2,receive,"{"order_id":364}",2025-07-02
4675,806,null,Red,12,Fridge 2,receive,"{"order_id":364}",2025-07-02
4676,9,9,Sparkling,4,Main Cellar A1,consume,"{"guest_count":12}",2025-07-02
3072,45,45,Sparkling,1,Fridge 2,consume,"{"guest_count":2}",2025-07-03
4677,887,887,Red,2,Main Cellar B3,consume,"{"guest_count":8}",2025-07-04
4678,637,637,Red,2,Guest Pantry 1,consume,"{"guest_count":6}",2025-07-04
3073,24,null,Sparkling,12,Guest Pantry 1,receive,"{"order_id":117}",2025-07-05
3074,481,481,Red,2,Guest Pantry 1,consume,"{"guest_count":7}",2025-07-05
3075,536,536,White,2,Fridge 2,consume,"{"guest_count":8}",2025-07-05
4679,698,null,White,12,Fridge 1,receive,"{"order_id":363}",2025-07-05
4680,470,null,Red,12,Main Cellar A2,receive,"{"order_id":363}",2025-07-05
4681,353,null,White,12,Main Cellar A2,receive,"{"order_id":363}",2025-07-05
4682,806,null,Red,12,Fridge 2,receive,"{"order_id":363}",2025-07-05
4683,862,862,White,2,Fridge 2,consume,"{"guest_count":6}",2025-07-05
3076,3,3,Sparkling,2,Main Cellar B3,consume,"{"guest_count":3}",2025-07-06
4684,435,435,Red,2,Guest Pantry 1,consume,"{"guest_count":4}",2025-07-06
3077,839,839,White,3,Main Cellar B1,consume,"{"guest_count":5}",2025-07-07
3078,137,137,Red,2,Guest Pantry 2,consume,"{"guest_count":8}",2025-07-07
4685,237,237,Red,1,Guest Pantry 2,consume,"{"guest_count":3}",2025-07-07
4686,294,294,Red,1,Wine Fridge Port,consume,"{"guest_count":2}",2025-07-07
3079,716,716,White,3,Fridge 2,consume,"{"guest_count":9}",2025-07-08
3080,84,84,Sparkling,2,Fridge 2,consume,"{"guest_count":8}",2025-07-08
3081,636,636,Red,4,Guest Pantry 2,consume,"{"guest_count":8}",2025-07-09
3082,746,746,Red,2,Fridge 1,consume,"{"guest_count":4}",2025-07-09
4687,757,757,Red,1,Main Cellar B3,consume,"{"guest_count":2}",2025-07-09
4688,930,930,Red,2,Fridge 1,consume,"{"guest_count":4}",2025-07-09
3083,143,143,Red,4,Fridge 1,consume,"{"guest_count":7}",2025-07-10
3084,289,289,Red,3,Main Cellar A1,consume,"{"guest_count":6}",2025-07-10
4689,142,142,Red,2,Guest Pantry 1,consume,"{"guest_count":3}",2025-07-10
4690,240,240,Red,5,Fridge 2,consume,"{"guest_count":9}",2025-07-11
3085,566,null,White,12,Fridge 2,receive,"{"order_id":118}",2025-07-12
3086,70,70,Sparkling,4,Fridge 1,consume,"{"guest_count":7}",2025-07-12
3087,911,911,Red,5,Fridge 1,consume,"{"guest_count":10}",2025-07-12
4691,267,267,Red,1,Fridge 2,consume,"{"guest_count":3}",2025-07-13
3088,700,700,White,1,Guest Pantry 1,consume,"{"guest_count":4}",2025-07-15
4692,241,241,Red,1,Main Cellar A1,consume,"{"guest_count":2}",2025-07-15
3089,636,null,Red,12,Guest Pantry 2,receive,"{"order_id":119}",2025-07-16
3090,839,null,White,12,Main Cellar B1,receive,"{"order_id":119}",2025-07-16
3091,3,null,Sparkling,12,Main Cellar B3,receive,"{"order_id":119}",2025-07-16
3092,716,null,White,12,Fridge 2,receive,"{"order_id":119}",2025-07-16
3093,746,null,Red,12,Fridge 1,receive,"{"order_id":119}",2025-07-16
4693,240,null,Red,12,Fridge 2,receive,"{"order_id":365}",2025-07-16
4694,142,null,Red,12,Guest Pantry 1,receive,"{"order_id":365}",2025-07-16
4695,862,null,White,12,Fridge 2,receive,"{"order_id":365}",2025-07-16
4696,29,29,Sparkling,1,Main Cellar A1,consume,"{"guest_count":3}",2025-07-16
4697,499,499,Red,2,Wine Fridge Port,consume,"{"guest_count":4}",2025-07-16
3094,311,311,Red,2,Guest Pantry 1,consume,"{"guest_count":4}",2025-07-17
3095,665,665,Red,1,Main Cellar A2,consume,"{"guest_count":2}",2025-07-17
4698,505,505,White,2,Fridge 2,consume,"{"guest_count":4}",2025-07-17
4699,993,993,Dessert,1,Wine Fridge Port,consume,"{"guest_count":2}",2025-07-17
3096,911,null,Red,12,Fridge 1,receive,"{"order_id":120}",2025-07-18
3097,636,null,Red,12,Guest Pantry 2,receive,"{"order_id":120}",2025-07-18
3098,839,null,White,12,Main Cellar B1,receive,"{"order_id":120}",2025-07-18
3099,3,null,Sparkling,12,Main Cellar B3,receive,"{"order_id":120}",2025-07-18
3100,716,null,White,12,Fridge 2,receive,"{"order_id":120}",2025-07-18
3101,746,null,Red,12,Fridge 1,receive,"{"order_id":120}",2025-07-18
4700,304,304,Red,3,Main Cellar B3,consume,"{"guest_count":8}",2025-07-18
4701,132,132,Red,2,Fridge 1,consume,"{"guest_count":8}",2025-07-18
3102,377,377,Red,2,Fridge 1,consume,"{"guest_count":8}",2025-07-19
3103,410,410,Red,4,Fridge 1,consume,"{"guest_count":7}",2025-07-19
4702,249,249,Red,2,Main Cellar A1,consume,"{"guest_count":4}",2025-07-19
4703,404,404,Red,2,Fridge 1,consume,"{"guest_count":5}",2025-07-19
4704,921,921,Red,2,Fridge 2,consume,"{"guest_count":7}",2025-07-20
4705,858,858,White,2,Fridge 1,consume,"{"guest_count":8}",2025-07-20
3104,626,626,Red,3,Fridge 2,consume,"{"guest_count":9}",2025-07-21
3105,6,6,Sparkling,3,Guest Pantry 2,consume,"{"guest_count":9}",2025-07-21
4706,811,811,Red,2,Main Cellar B3,consume,"{"guest_count":6}",2025-07-21
4707,300,300,Red,2,Fridge 1,consume,"{"guest_count":4}",2025-07-21
3106,166,166,Red,2,Guest Pantry 1,consume,"{"guest_count":4}",2025-07-22
3107,596,596,Red,1,Fridge 1,consume,"{"guest_count":4}",2025-07-22
4708,940,940,Red,2,Fridge 2,consume,"{"guest_count":6}",2025-07-22
4709,527,527,White,4,Guest Pantry 1,consume,"{"guest_count":12}",2025-07-22
3108,545,545,White,3,Guest Pantry 2,consume,"{"guest_count":10}",2025-07-23
3109,831,831,White,3,Guest Pantry 2,consume,"{"guest_count":12}",2025-07-23
4710,437,437,Red,4,Main Cellar A1,consume,"{"guest_count":7}",2025-07-23
4711,844,844,White,3,Guest Pantry 2,consume,"{"guest_count":8}",2025-07-23
3110,988,988,Dessert,2,Guest Pantry 2,consume,"{"guest_count":4}",2025-07-24
3111,625,625,Red,1,Fridge 1,consume,"{"guest_count":3}",2025-07-24
3112,311,null,Red,12,Guest Pantry 1,receive,"{"order_id":121}",2025-07-25
3113,303,303,Red,2,Main Cellar B1,consume,"{"guest_count":4}",2025-07-25
3114,825,825,White,2,Main Cellar A2,consume,"{"guest_count":7}",2025-07-25
4712,420,420,Red,1,Wine Fridge Port,consume,"{"guest_count":3}",2025-07-25
4713,629,629,Red,2,Fridge 1,consume,"{"guest_count":4}",2025-07-25
3115,629,629,Red,1,Fridge 1,consume,"{"guest_count":3}",2025-07-26
3116,803,803,Red,1,Main Cellar A1,consume,"{"guest_count":2}",2025-07-26
4714,363,363,White,1,Fridge 2,consume,"{"guest_count":2}",2025-07-26
4715,168,168,Red,1,Guest Pantry 1,consume,"{"guest_count":3}",2025-07-26
4716,28,28,Sparkling,2,Guest Pantry 1,consume,"{"guest_count":8}",2025-07-27
4717,201,201,Red,3,Main Cellar A2,consume,"{"guest_count":9}",2025-07-27
3117,503,503,White,5,Guest Pantry 1,consume,"{"guest_count":9}",2025-07-28
3118,566,566,White,3,Fridge 2,consume,"{"guest_count":12}",2025-07-28
4718,442,442,Red,3,Main Cellar A2,consume,"{"guest_count":7}",2025-07-28
4719,35,35,Sparkling,3,Guest Pantry 1,consume,"{"guest_count":9}",2025-07-28
3119,123,123,Sparkling,3,Main Cellar A1,consume,"{"guest_count":9}",2025-07-29
3120,509,509,White,4,Guest Pantry 1,consume,"{"guest_count":12}",2025-07-29
4720,342,342,White,2,Main Cellar A1,consume,"{"guest_count":5}",2025-07-29
3121,306,306,Red,2,Main Cellar B3,consume,"{"guest_count":4}",2025-07-30
4721,437,null,Red,12,Main Cellar A1,receive,"{"order_id":366}",2025-07-30
4722,629,null,Red,12,Fridge 1,receive,"{"order_id":366}",2025-07-30
3122,60,60,Sparkling,6,Fridge 2,consume,"{"guest_count":12}",2025-07-31
3123,154,154,Red,5,Main Cellar A2,consume,"{"guest_count":10}",2025-07-31
4723,871,871,White,2,Fridge 2,consume,"{"guest_count":3}",2025-07-31
4724,848,848,White,1,Wine Fridge Port,consume,"{"guest_count":4}",2025-07-31
3124,444,444,Red,2,Fridge 2,consume,"{"guest_count":6}",2025-08-01
3125,359,359,White,2,Fridge 1,consume,"{"guest_count":5}",2025-08-01
4725,352,352,White,3,Fridge 2,consume,"{"guest_count":8}",2025-08-01
4726,462,462,Red,3,Guest Pantry 2,consume,"{"guest_count":6}",2025-08-02
3126,416,416,Red,3,Fridge 2,consume,"{"guest_count":5}",2025-08-03
3127,288,288,Red,3,Main Cellar A2,consume,"{"guest_count":6}",2025-08-03
4727,629,629,Red,1,Fridge 1,consume,"{"guest_count":2}",2025-08-03
3128,377,null,Red,12,Fridge 1,receive,"{"order_id":122}",2025-08-04
3129,825,null,White,12,Main Cellar A2,receive,"{"order_id":122}",2025-08-04
3130,626,null,Red,12,Fridge 2,receive,"{"order_id":122}",2025-08-04
3131,158,158,Red,2,Main Cellar A2,consume,"{"guest_count":6}",2025-08-04
4728,872,872,White,4,Fridge 1,consume,"{"guest_count":7}",2025-08-04
4729,879,879,Red,3,Main Cellar B3,consume,"{"guest_count":9}",2025-08-04
3132,188,188,Red,1,Wine Fridge Port,consume,"{"guest_count":2}",2025-08-05
4730,486,486,Red,2,Guest Pantry 2,consume,"{"guest_count":4}",2025-08-05
4731,599,599,Red,5,Guest Pantry 2,consume,"{"guest_count":10}",2025-08-06
4732,41,41,Sparkling,5,Main Cellar A1,consume,"{"guest_count":9}",2025-08-06
3133,556,556,White,1,Fridge 1,consume,"{"guest_count":2}",2025-08-07
4733,627,null,Red,12,Fridge 1,receive,"{"order_id":367}",2025-08-07
4734,871,null,White,12,Fridge 2,receive,"{"order_id":367}",2025-08-07
4735,306,306,Red,4,Main Cellar B3,consume,"{"guest_count":7}",2025-08-07
4736,31,31,Sparkling,3,Fridge 1,consume,"{"guest_count":7}",2025-08-07
3134,377,null,Red,12,Fridge 1,receive,"{"order_id":123}",2025-08-08
3135,825,null,White,12,Main Cellar A2,receive,"{"order_id":123}",2025-08-08
3136,60,null,Sparkling,12,Fridge 2,receive,"{"order_id":123}",2025-08-08
3137,154,null,Red,12,Main Cellar A2,receive,"{"order_id":123}",2025-08-08
3138,503,null,White,12,Guest Pantry 1,receive,"{"order_id":123}",2025-08-08
3139,626,null,Red,12,Fridge 2,receive,"{"order_id":123}",2025-08-08
4737,824,824,White,2,Fridge 2,consume,"{"guest_count":7}",2025-08-08
3140,821,821,Red,3,Main Cellar B1,consume,"{"guest_count":6}",2025-08-09
3141,1,1,Sparkling,6,Main Cellar A1,consume,"{"guest_count":11}",2025-08-09
4738,871,871,White,2,Fridge 2,consume,"{"guest_count":6}",2025-08-09
4739,923,923,Red,3,Fridge 1,consume,"{"guest_count":6}",2025-08-09
3142,288,null,Red,12,Main Cellar A2,receive,"{"order_id":125}",2025-08-10
3143,60,null,Sparkling,12,Fridge 2,receive,"{"order_id":125}",2025-08-10
3144,154,null,Red,12,Main Cellar A2,receive,"{"order_id":125}",2025-08-10
3145,503,null,White,12,Guest Pantry 1,receive,"{"order_id":125}",2025-08-10
4740,476,476,Red,4,Main Cellar A1,consume,"{"guest_count":8}",2025-08-10
4741,754,754,Red,2,Fridge 2,consume,"{"guest_count":4}",2025-08-10
3146,288,null,Red,12,Main Cellar A2,receive,"{"order_id":124}",2025-08-11
3147,60,null,Sparkling,12,Fridge 2,receive,"{"order_id":124}",2025-08-11
3148,154,null,Red,12,Main Cellar A2,receive,"{"order_id":124}",2025-08-11
3149,503,null,White,12,Guest Pantry 1,receive,"{"order_id":124}",2025-08-11
3150,597,597,Red,3,Main Cellar A1,consume,"{"guest_count":8}",2025-08-11
4742,76,76,Sparkling,1,Guest Pantry 1,consume,"{"guest_count":2}",2025-08-11
4743,50,50,Sparkling,1,Fridge 1,consume,"{"guest_count":2}",2025-08-11
3151,288,null,Red,12,Main Cellar A2,receive,"{"order_id":126}",2025-08-13
3152,343,343,White,1,Main Cellar A2,consume,"{"guest_count":2}",2025-08-13
3153,409,409,Red,1,Fridge 1,consume,"{"guest_count":2}",2025-08-13
4744,114,114,Sparkling,2,Wine Fridge Port,consume,"{"guest_count":4}",2025-08-13
4745,498,498,Red,1,Main Cellar B3,consume,"{"guest_count":4}",2025-08-13
3154,288,null,Red,12,Main Cellar A2,receive,"{"order_id":127}",2025-08-14
3155,748,748,Red,4,Fridge 1,consume,"{"guest_count":7}",2025-08-14
3156,744,744,White,3,Fridge 1,consume,"{"guest_count":6}",2025-08-14
4746,881,881,Red,1,Wine Fridge Starboard,consume,"{"guest_count":3}",2025-08-14
4747,425,425,Red,2,Guest Pantry 2,consume,"{"guest_count":4}",2025-08-15
3157,453,453,Red,2,Guest Pantry 1,consume,"{"guest_count":7}",2025-08-16
4748,31,null,Sparkling,12,Fridge 1,receive,"{"order_id":368}",2025-08-16
4749,872,null,White,12,Fridge 1,receive,"{"order_id":368}",2025-08-16
4750,486,null,Red,12,Guest Pantry 2,receive,"{"order_id":368}",2025-08-16
4751,464,464,Red,2,Fridge 1,consume,"{"guest_count":6}",2025-08-16
3158,890,890,Red,2,Wine Fridge Port,consume,"{"guest_count":4}",2025-08-17
4752,924,924,Red,3,Fridge 2,consume,"{"guest_count":7}",2025-08-17
4753,347,347,White,3,Guest Pantry 2,consume,"{"guest_count":11}",2025-08-17
4754,505,505,White,3,Fridge 2,consume,"{"guest_count":6}",2025-08-18
3159,219,219,Red,2,Wine Fridge Starboard,consume,"{"guest_count":5}",2025-08-19
3160,597,597,Red,2,Main Cellar A1,consume,"{"guest_count":6}",2025-08-19
4755,527,527,White,2,Guest Pantry 1,consume,"{"guest_count":7}",2025-08-19
4756,781,781,Red,3,Guest Pantry 1,consume,"{"guest_count":5}",2025-08-19
4757,498,null,Red,12,Main Cellar B3,receive,"{"order_id":369}",2025-08-20
3161,556,556,White,1,Fridge 1,consume,"{"guest_count":3}",2025-08-21
3162,422,422,Red,2,Fridge 2,consume,"{"guest_count":4}",2025-08-22
3163,132,132,Red,1,Fridge 1,consume,"{"guest_count":4}",2025-08-23
3164,648,648,Red,1,Guest Pantry 2,consume,"{"guest_count":2}",2025-08-23
4758,399,399,Red,1,Main Cellar B1,consume,"{"guest_count":3}",2025-08-23
4759,484,484,Red,2,Main Cellar A1,consume,"{"guest_count":4}",2025-08-23
3165,1,null,Sparkling,12,Main Cellar A1,receive,"{"order_id":128}",2025-08-24
3166,748,null,Red,12,Fridge 1,receive,"{"order_id":128}",2025-08-24
3167,821,null,Red,12,Main Cellar B1,receive,"{"order_id":128}",2025-08-24
4760,690,690,Red,1,Guest Pantry 1,consume,"{"guest_count":2}",2025-08-24
3168,853,853,White,4,Guest Pantry 2,consume,"{"guest_count":8}",2025-08-25
4761,749,749,Red,1,Fridge 2,consume,"{"guest_count":3}",2025-08-25
3169,270,270,Red,2,Fridge 2,consume,"{"guest_count":8}",2025-08-26
4762,734,734,White,4,Main Cellar B1,consume,"{"guest_count":7}",2025-08-26
3170,145,145,Red,3,Fridge 1,consume,"{"guest_count":5}",2025-08-27
3171,582,582,Red,3,Guest Pantry 1,consume,"{"guest_count":7}",2025-08-28
3172,425,425,Red,2,Guest Pantry 2,consume,"{"guest_count":6}",2025-08-28
4763,370,370,White,2,Main Cellar B1,consume,"{"guest_count":8}",2025-08-28
4764,673,673,Red,3,Guest Pantry 1,consume,"{"guest_count":5}",2025-08-28
3173,513,513,White,3,Fridge 2,consume,"{"guest_count":7}",2025-08-29
3174,477,477,Red,4,Fridge 1,consume,"{"guest_count":7}",2025-08-29
4765,848,848,White,4,Wine Fridge Port,consume,"{"guest_count":10}",2025-08-29
4766,403,403,Red,3,Wine Fridge Port,consume,"{"guest_count":5}",2025-08-30
3175,145,null,Red,12,Fridge 1,receive,"{"order_id":130}",2025-08-31
3176,1,null,Sparkling,12,Main Cellar A1,receive,"{"order_id":129}",2025-09-01
3177,748,null,Red,12,Fridge 1,receive,"{"order_id":129}",2025-09-01
3178,821,null,Red,12,Main Cellar B1,receive,"{"order_id":129}",2025-09-01
3179,712,712,White,1,Fridge 1,consume,"{"guest_count":2}",2025-09-01
3180,335,335,White,2,Guest Pantry 1,consume,"{"guest_count":4}",2025-09-01
3181,14,14,Sparkling,3,Guest Pantry 1,consume,"{"guest_count":11}",2025-09-02
3182,394,394,Red,4,Main Cellar A1,consume,"{"guest_count":7}",2025-09-02
4767,347,null,White,12,Guest Pantry 2,receive,"{"order_id":370}",2025-09-02
4768,781,null,Red,12,Guest Pantry 1,receive,"{"order_id":370}",2025-09-02
4769,347,null,White,12,Guest Pantry 2,receive,"{"order_id":371}",2025-09-02
4770,781,null,Red,12,Guest Pantry 1,receive,"{"order_id":371}",2025-09-02
4771,284,null,Red,12,Fridge 2,receive,"{"order_id":371}",2025-09-02
4772,812,812,Red,1,Main Cellar B1,consume,"{"guest_count":2}",2025-09-03
4773,136,136,Red,1,Main Cellar A2,consume,"{"guest_count":4}",2025-09-03
3183,136,136,Red,3,Main Cellar A2,consume,"{"guest_count":10}",2025-09-04
3184,221,221,Red,3,Fridge 2,consume,"{"guest_count":10}",2025-09-04
3185,486,486,Red,2,Guest Pantry 2,consume,"{"guest_count":3}",2025-09-05
3186,357,357,White,1,Guest Pantry 1,consume,"{"guest_count":2}",2025-09-05
3187,802,802,Red,4,Main Cellar B3,consume,"{"guest_count":7}",2025-09-06
3188,875,875,White,4,Main Cellar B1,consume,"{"guest_count":8}",2025-09-06
4774,389,389,Red,3,Fridge 1,consume,"{"guest_count":12}",2025-09-06
4775,799,799,Red,2,Wine Fridge Port,consume,"{"guest_count":6}",2025-09-06
4776,893,893,Red,2,Main Cellar B3,consume,"{"guest_count":8}",2025-09-07
3189,145,null,Red,12,Fridge 1,receive,"{"order_id":131}",2025-09-08
3190,370,370,White,1,Main Cellar B1,consume,"{"guest_count":4}",2025-09-08
3191,111,111,Sparkling,2,Main Cellar B1,consume,"{"guest_count":3}",2025-09-08
3192,335,null,White,12,Guest Pantry 1,receive,"{"order_id":132}",2025-09-10
3193,335,null,White,12,Guest Pantry 1,receive,"{"order_id":133}",2025-09-10
3194,482,482,Red,2,Guest Pantry 2,consume,"{"guest_count":7}",2025-09-10
3195,636,636,Red,3,Guest Pantry 2,consume,"{"guest_count":9}",2025-09-10
3196,34,34,Sparkling,4,Main Cellar A2,consume,"{"guest_count":11}",2025-09-11
3197,332,332,White,2,Guest Pantry 1,consume,"{"guest_count":7}",2025-09-11
4777,135,135,Red,2,Main Cellar A2,consume,"{"guest_count":4}",2025-09-11
4778,136,null,Red,12,Main Cellar A2,receive,"{"order_id":372}",2025-09-12
3198,335,null,White,12,Guest Pantry 1,receive,"{"order_id":134}",2025-09-13
3199,735,735,White,5,Fridge 2,consume,"{"guest_count":9}",2025-09-13
3200,716,716,White,2,Fridge 2,consume,"{"guest_count":6}",2025-09-13
4779,666,666,Red,2,Fridge 2,consume,"{"guest_count":7}",2025-09-13
4780,166,166,Red,2,Guest Pantry 1,consume,"{"guest_count":6}",2025-09-13
4781,671,671,Red,4,Main Cellar B3,consume,"{"guest_count":12}",2025-09-14
4782,136,null,Red,12,Main Cellar A2,receive,"{"order_id":373}",2025-09-15
4783,893,null,Red,12,Main Cellar B3,receive,"{"order_id":373}",2025-09-15
3201,301,301,Red,1,Guest Pantry 1,consume,"{"guest_count":2}",2025-09-16
3202,20,20,Sparkling,2,Guest Pantry 1,consume,"{"guest_count":4}",2025-09-16
4784,8,8,Sparkling,3,Guest Pantry 1,consume,"{"guest_count":9}",2025-09-19
3203,34,null,Sparkling,12,Main Cellar A2,receive,"{"order_id":135}",2025-09-20
3204,875,null,White,12,Main Cellar B1,receive,"{"order_id":135}",2025-09-20
3205,802,null,Red,12,Main Cellar B3,receive,"{"order_id":135}",2025-09-20
4785,696,696,Red,2,Guest Pantry 1,consume,"{"guest_count":8}",2025-09-20
4786,294,294,Red,3,Wine Fridge Port,consume,"{"guest_count":11}",2025-09-20
4787,135,null,Red,12,Main Cellar A2,receive,"{"order_id":374}",2025-09-22
4788,893,null,Red,12,Main Cellar B3,receive,"{"order_id":374}",2025-09-22
4789,855,855,White,3,Guest Pantry 1,consume,"{"guest_count":10}",2025-09-22
4790,39,39,Sparkling,3,Wine Fridge Port,consume,"{"guest_count":12}",2025-09-22
4791,135,null,Red,12,Main Cellar A2,receive,"{"order_id":375}",2025-09-23
4792,666,666,Red,1,Fridge 2,consume,"{"guest_count":3}",2025-09-23
3206,208,208,Red,2,Guest Pantry 1,consume,"{"guest_count":3}",2025-09-25
3207,936,936,Red,1,Main Cellar B3,consume,"{"guest_count":2}",2025-09-25
4793,238,238,Red,4,Guest Pantry 1,consume,"{"guest_count":8}",2025-09-25
3208,20,null,Sparkling,12,Guest Pantry 1,receive,"{"order_id":136}",2025-09-27
3209,332,null,White,12,Guest Pantry 1,receive,"{"order_id":136}",2025-09-27
3210,408,408,Red,1,Main Cellar B3,consume,"{"guest_count":4}",2025-09-28
3211,756,756,Red,1,Fridge 2,consume,"{"guest_count":2}",2025-09-28
4794,855,null,White,12,Guest Pantry 1,receive,"{"order_id":376}",2025-09-29
4795,39,null,Sparkling,12,Wine Fridge Port,receive,"{"order_id":376}",2025-09-29
3212,236,236,Red,3,Guest Pantry 1,consume,"{"guest_count":9}",2025-09-30
4796,855,null,White,12,Guest Pantry 1,receive,"{"order_id":377}",2025-09-30
4797,39,null,Sparkling,12,Wine Fridge Port,receive,"{"order_id":377}",2025-09-30
4798,238,null,Red,12,Guest Pantry 1,receive,"{"order_id":377}",2025-09-30
3213,20,null,Sparkling,12,Guest Pantry 1,receive,"{"order_id":137}",2025-10-02
3214,332,null,White,12,Guest Pantry 1,receive,"{"order_id":137}",2025-10-02
3215,538,null,White,12,Fridge 1,receive,"{"order_id":137}",2025-10-02
3216,412,412,Red,3,Main Cellar A1,consume,"{"guest_count":9}",2025-10-02
3217,93,93,Sparkling,4,Wine Fridge Starboard,consume,"{"guest_count":8}",2025-10-02
3218,635,635,Red,2,Guest Pantry 1,consume,"{"guest_count":4}",2025-10-03
4799,711,711,White,1,Fridge 1,consume,"{"guest_count":3}",2025-10-03
3219,538,null,White,12,Fridge 1,receive,"{"order_id":138}",2025-10-04
3220,453,453,Red,1,Guest Pantry 1,consume,"{"guest_count":2}",2025-10-04
4800,357,357,White,1,Guest Pantry 1,consume,"{"guest_count":2}",2025-10-04
4801,594,594,Red,1,Fridge 1,consume,"{"guest_count":2}",2025-10-04
3221,20,20,Sparkling,2,Guest Pantry 1,consume,"{"guest_count":3}",2025-10-05
4802,884,884,Red,1,Fridge 1,consume,"{"guest_count":2}",2025-10-05
3222,130,130,Red,1,Fridge 1,consume,"{"guest_count":2}",2025-10-07
