id,recommendation_id,user_id,session_id,overall_rating,flavor_harmony_rating,texture_balance_rating,acidity_match_rating,tannin_balance_rating,body_match_rating,regional_tradition_rating,occasion,guest_count,time_of_day,season,weather_context,selected,created_at
966,3903,guest_a,966,5,5,4,5,4,5,5,cocktail,8,afternoon,summer,outdoor,1,2025-06-04
967,3907,guest_a,967,5,4,4,5,5,4,5,dinner,8,night,summer,outdoor,1,2025-06-04
968,3913,guest_a,968,4,5,4,4,3,5,4,dinner,8,afternoon,summer,outdoor,1,2025-06-05
969,3917,guest_a,969,4,3,3,5,4,3,5,lunch,5,evening,summer,indoor,1,2025-06-05
2055,8277,guest_b,2055,4,4,4,4,4,4,4,celebration,12,evening,summer,indoor,1,2025-06-05
970,3923,guest_a,970,5,5,4,5,5,5,5,dinner,8,evening,summer,indoor,1,2025-06-06
2056,8284,guest_b,2056,5,5,5,4,5,5,5,cocktail,10,evening,summer,outdoor,1,2025-06-06
971,3925,guest_b,971,3,3,2,3,3,2,4,lunch,10,afternoon,summer,outdoor,1,2025-06-07
972,3928,guest_b,972,5,4,5,5,5,5,5,lunch,8,evening,summer,outdoor,1,2025-06-07
2057,8287,guest_a,2057,4,4,3,5,4,3,5,lunch,5,afternoon,summer,indoor,1,2025-06-07
2058,8290,guest_a,2058,5,5,5,5,4,4,5,lunch,8,evening,summer,indoor,1,2025-06-07
973,3933,guest_a,973,4,3,4,4,4,3,5,cocktail,7,afternoon,summer,indoor,1,2025-06-08
974,3937,guest_a,974,4,3,3,4,4,5,4,cocktail,8,evening,summer,outdoor,1,2025-06-08
2059,8296,guest_a,2059,4,4,4,5,4,4,4,dinner,7,afternoon,summer,indoor,1,2025-06-08
2060,8299,guest_a,2060,4,4,5,5,4,5,5,lunch,6,night,summer,outdoor,1,2025-06-08
975,3940,owner,975,5,5,5,5,5,5,5,casual,2,afternoon,summer,outdoor,1,2025-06-09
976,3945,owner,976,4,4,4,3,3,5,5,dinner,2,evening,summer,outdoor,1,2025-06-09
2061,8304,owner,2061,4,4,4,5,3,5,5,celebration,4,afternoon,summer,outdoor,1,2025-06-09
2062,8307,owner,2062,4,4,4,3,3,3,4,casual,3,evening,summer,indoor,1,2025-06-09
977,3949,guest_b,977,3,3,2,4,2,2,4,cocktail,8,evening,summer,outdoor,1,2025-06-10
2063,8311,guest_b,2063,5,5,5,5,5,5,5,lunch,8,afternoon,summer,outdoor,1,2025-06-11
2064,8316,guest_b,2064,4,4,4,3,3,3,5,cocktail,7,evening,summer,outdoor,1,2025-06-11
978,3953,guest_b,978,5,4,5,5,4,5,5,lunch,10,night,summer,outdoor,1,2025-06-12
2065,8317,guest_a,2065,3,4,2,3,3,3,3,cocktail,5,afternoon,summer,outdoor,1,2025-06-12
2066,8322,guest_a,2066,4,5,4,5,4,3,4,lunch,4,night,summer,outdoor,1,2025-06-12
979,3958,guest_a,979,4,5,3,5,3,3,5,dinner,4,night,summer,outdoor,1,2025-06-13
2067,8327,guest_a,2067,4,4,4,3,4,3,5,lunch,4,afternoon,summer,outdoor,1,2025-06-13
2068,8333,guest_a,2068,2,2,3,3,1,1,2,cocktail,5,evening,summer,outdoor,1,2025-06-13
980,3966,owner,980,4,3,5,5,4,3,4,celebration,2,evening,summer,outdoor,1,2025-06-14
981,3967,owner,981,5,5,4,5,4,5,5,casual,4,afternoon,summer,outdoor,1,2025-06-15
982,3972,owner,982,4,4,4,4,4,5,4,casual,2,evening,summer,outdoor,1,2025-06-15
2069,8338,guest_b,2069,5,5,4,5,5,5,5,cocktail,9,night,summer,outdoor,1,2025-06-15
2070,8343,guest_a,2070,3,4,3,2,3,4,3,dinner,4,afternoon,summer,indoor,1,2025-06-16
2071,8345,guest_a,2071,5,5,5,4,4,4,5,lunch,7,night,summer,outdoor,1,2025-06-16
983,3975,owner,983,4,5,3,5,4,3,5,celebration,4,evening,summer,outdoor,1,2025-06-17
2072,8348,guest_a,2072,5,4,5,4,4,5,5,cocktail,6,night,summer,outdoor,1,2025-06-17
2073,8353,owner,2073,5,4,5,4,4,5,5,dinner,4,afternoon,summer,outdoor,1,2025-06-18
2074,8356,owner,2074,5,5,5,5,5,5,5,casual,3,evening,summer,outdoor,1,2025-06-18
984,3979,owner,984,4,4,3,4,3,4,5,casual,4,evening,summer,outdoor,1,2025-06-19
985,3984,owner,985,4,5,5,5,3,3,5,casual,3,afternoon,summer,outdoor,1,2025-06-20
986,3988,owner,986,5,5,5,5,4,5,5,celebration,4,night,summer,outdoor,1,2025-06-20
2075,8359,guest_b,2075,4,3,5,4,3,5,5,lunch,12,evening,summer,outdoor,1,2025-06-20
987,3993,owner,987,5,4,4,4,4,5,5,casual,3,evening,summer,outdoor,1,2025-06-21
2076,8362,guest_a,2076,4,5,4,4,4,4,4,cocktail,7,afternoon,summer,outdoor,1,2025-06-21
2077,8364,guest_a,2077,5,5,5,5,4,4,5,dinner,4,evening,summer,outdoor,1,2025-06-21
988,3997,guest_b,988,5,4,4,4,4,4,5,lunch,7,night,summer,indoor,1,2025-06-22
2078,8370,guest_b,2078,5,4,5,5,4,5,5,cocktail,10,afternoon,summer,outdoor,1,2025-06-22
2079,8374,guest_b,2079,4,4,3,4,3,3,4,cocktail,8,night,summer,outdoor,1,2025-06-22
989,4000,guest_b,989,4,5,5,5,4,3,4,cocktail,6,afternoon,summer,outdoor,1,2025-06-23
990,4004,guest_b,990,5,4,5,5,4,4,5,cocktail,8,evening,summer,outdoor,1,2025-06-23
2080,8379,guest_b,2080,5,4,4,5,5,4,5,cocktail,11,evening,summer,indoor,1,2025-06-23
991,4009,guest_b,991,3,3,3,3,2,3,3,celebration,7,evening,summer,outdoor,1,2025-06-24
2081,8382,guest_a,2081,4,5,4,4,3,5,4,dinner,8,afternoon,summer,outdoor,1,2025-06-24
2082,8386,guest_a,2082,4,3,3,5,4,3,5,lunch,5,evening,summer,indoor,1,2025-06-24
2083,8392,guest_a,2083,5,5,4,5,5,5,5,dinner,8,evening,summer,indoor,1,2025-06-25
992,4015,guest_b,992,3,2,2,3,2,3,3,lunch,8,afternoon,summer,indoor,1,2025-06-26
993,4017,guest_b,993,5,5,5,4,5,5,5,lunch,10,evening,summer,outdoor,1,2025-06-26
2084,8394,guest_a,2084,3,3,2,3,3,2,4,cocktail,5,afternoon,summer,outdoor,1,2025-06-26
2085,8399,guest_a,2085,4,3,5,5,4,4,4,cocktail,5,evening,summer,outdoor,1,2025-06-26
2086,8405,owner,2086,5,5,5,5,5,5,5,celebration,2,afternoon,summer,outdoor,1,2025-06-27
2087,8407,owner,2087,5,5,4,4,5,4,5,dinner,3,evening,summer,outdoor,1,2025-06-27
2088,8410,guest_b,2088,5,5,4,4,5,5,5,cocktail,10,night,summer,outdoor,1,2025-06-29
2089,8415,owner,2089,4,4,5,5,4,4,4,celebration,2,afternoon,summer,indoor,1,2025-06-30
2090,8419,owner,2090,4,3,4,4,4,5,5,celebration,4,evening,summer,outdoor,1,2025-06-30
994,4022,owner,994,4,3,3,5,4,4,5,casual,3,afternoon,summer,indoor,1,2025-07-01
995,4025,guest_b,995,5,5,4,4,5,4,5,cocktail,8,afternoon,summer,indoor,1,2025-07-02
996,4028,guest_b,996,3,2,2,2,2,2,3,cocktail,11,evening,summer,indoor,1,2025-07-02
2091,8423,guest_b,2091,5,4,5,4,4,5,5,celebration,12,night,summer,outdoor,1,2025-07-02
997,4034,owner,997,4,5,5,3,4,4,5,celebration,2,night,summer,outdoor,1,2025-07-03
2092,8428,guest_b,2092,3,4,4,2,2,3,4,celebration,8,afternoon,summer,outdoor,1,2025-07-04
2093,8436,guest_b,2093,4,3,5,5,4,3,4,cocktail,6,evening,summer,outdoor,1,2025-07-04
998,4039,guest_b,998,4,5,3,4,4,3,4,cocktail,7,afternoon,summer,outdoor,1,2025-07-05
999,4041,guest_b,999,5,4,5,5,4,4,5,lunch,8,night,summer,outdoor,1,2025-07-05
2094,8437,guest_a,2094,4,3,3,4,3,4,4,dinner,6,evening,summer,outdoor,1,2025-07-05
1000,4046,owner,1000,4,3,5,4,3,5,4,dinner,3,evening,summer,indoor,1,2025-07-06
2095,8442,owner,2095,5,5,5,5,4,5,5,dinner,4,evening,summer,indoor,1,2025-07-06
1001,4051,guest_a,1001,4,3,4,4,3,3,5,lunch,5,afternoon,summer,indoor,1,2025-07-07
1002,4055,guest_a,1002,3,3,4,3,2,4,4,cocktail,8,evening,summer,indoor,1,2025-07-07
2096,8447,owner,2096,4,5,5,3,4,3,5,dinner,3,afternoon,summer,outdoor,1,2025-07-07
2097,8451,owner,2097,5,4,5,5,5,4,5,dinner,2,night,summer,outdoor,1,2025-07-07
1003,4058,guest_b,1003,4,4,4,4,3,5,4,lunch,9,afternoon,summer,outdoor,1,2025-07-08
1004,4062,guest_b,1004,3,2,4,4,3,4,3,cocktail,8,evening,summer,indoor,1,2025-07-08
1005,4066,guest_a,1005,3,3,2,3,3,2,4,cocktail,8,afternoon,summer,indoor,1,2025-07-09
1006,4072,guest_a,1006,5,5,4,5,5,5,5,dinner,4,evening,summer,outdoor,1,2025-07-09
2098,8455,owner,2098,5,5,5,5,5,5,5,celebration,2,afternoon,summer,indoor,1,2025-07-09
2099,8458,owner,2099,4,3,5,4,4,3,5,casual,4,night,summer,indoor,1,2025-07-09
1007,4073,guest_a,1007,4,3,5,4,3,4,5,cocktail,7,afternoon,summer,indoor,1,2025-07-10
1008,4077,guest_a,1008,4,4,4,4,3,3,4,cocktail,6,night,summer,outdoor,1,2025-07-10
2100,8462,owner,2100,5,4,4,4,4,5,5,casual,3,evening,summer,outdoor,1,2025-07-10
2101,8467,guest_b,2101,4,4,4,3,3,3,4,celebration,9,evening,summer,indoor,1,2025-07-11
1009,4080,guest_b,1009,4,4,3,3,3,4,5,lunch,7,afternoon,summer,indoor,1,2025-07-12
1010,4086,guest_b,1010,4,5,3,5,4,5,5,lunch,10,night,summer,outdoor,1,2025-07-12
2102,8470,owner,2102,4,4,5,4,3,4,4,dinner,3,evening,summer,outdoor,1,2025-07-13
1011,4089,guest_a,1011,4,5,4,3,3,5,5,cocktail,4,evening,summer,outdoor,1,2025-07-15
2103,8474,owner,2103,5,5,5,5,4,5,5,dinner,2,evening,summer,outdoor,1,2025-07-15
2104,8479,owner,2104,5,5,5,5,5,5,5,casual,3,afternoon,summer,outdoor,1,2025-07-16
2105,8482,owner,2105,5,5,5,4,5,5,5,dinner,4,night,summer,outdoor,1,2025-07-16
1012,4092,owner,1012,4,5,4,3,3,5,4,celebration,4,afternoon,summer,outdoor,1,2025-07-17
1013,4098,owner,1013,5,5,5,4,4,5,5,casual,2,evening,summer,indoor,1,2025-07-17
2106,8487,owner,2106,5,5,5,5,5,5,5,dinner,4,afternoon,summer,outdoor,1,2025-07-17
2107,8490,owner,2107,4,3,4,5,4,5,4,dinner,2,evening,summer,outdoor,1,2025-07-17
2108,8494,guest_a,2108,4,5,4,4,3,5,4,lunch,8,afternoon,summer,indoor,1,2025-07-18
2109,8498,guest_a,2109,5,5,5,5,5,4,5,dinner,8,night,summer,outdoor,1,2025-07-18
1014,4100,guest_a,1014,3,3,4,4,3,3,3,cocktail,8,afternoon,summer,outdoor,1,2025-07-19
1015,4103,guest_a,1015,4,5,4,5,3,3,5,dinner,7,evening,summer,outdoor,1,2025-07-19
2110,8503,guest_a,2110,4,4,3,4,3,5,4,lunch,4,afternoon,summer,outdoor,1,2025-07-19
2111,8506,guest_a,2111,3,4,4,4,3,2,4,cocktail,5,evening,summer,indoor,1,2025-07-19
2112,8510,guest_a,2112,4,5,3,5,3,5,4,lunch,7,afternoon,summer,indoor,1,2025-07-20
2113,8513,guest_a,2113,2,2,2,1,2,3,2,dinner,8,evening,summer,outdoor,1,2025-07-20
1016,4107,guest_b,1016,4,3,3,4,3,3,5,celebration,9,afternoon,summer,indoor,1,2025-07-21
1017,4111,guest_b,1017,4,5,5,4,4,5,4,celebration,9,evening,summer,outdoor,1,2025-07-21
2114,8518,guest_a,2114,3,4,4,3,2,4,4,lunch,6,afternoon,summer,outdoor,1,2025-07-21
2115,8520,guest_a,2115,4,5,5,3,3,5,5,dinner,4,evening,summer,outdoor,1,2025-07-21
1018,4114,owner,1018,4,4,3,5,4,4,4,casual,4,afternoon,summer,outdoor,1,2025-07-22
1019,4117,owner,1019,4,3,3,4,4,3,5,dinner,4,night,summer,outdoor,1,2025-07-22
2116,8524,guest_b,2116,5,4,4,5,5,5,5,lunch,6,afternoon,summer,indoor,1,2025-07-22
2117,8527,guest_b,2117,4,5,4,3,4,3,4,cocktail,12,evening,summer,indoor,1,2025-07-22
1020,4123,guest_b,1020,5,4,5,5,5,5,5,lunch,10,afternoon,summer,outdoor,1,2025-07-23
1021,4127,guest_b,1021,5,4,5,5,4,5,5,lunch,12,night,summer,outdoor,1,2025-07-23
2118,8530,guest_a,2118,3,2,3,3,2,4,4,dinner,7,afternoon,summer,outdoor,1,2025-07-23
2119,8534,guest_a,2119,4,4,4,3,4,3,4,dinner,8,evening,summer,outdoor,1,2025-07-23
1022,4132,owner,1022,4,5,3,3,4,4,5,celebration,4,afternoon,summer,indoor,1,2025-07-24
1023,4137,owner,1023,4,3,4,5,3,5,5,casual,3,evening,summer,indoor,1,2025-07-24
1024,4141,guest_a,1024,3,2,4,3,2,3,3,cocktail,4,afternoon,summer,indoor,1,2025-07-25
1025,4144,guest_a,1025,5,4,5,5,4,5,5,lunch,7,evening,summer,indoor,1,2025-07-25
2120,8539,owner,2120,5,5,5,4,4,5,5,dinner,3,afternoon,summer,outdoor,1,2025-07-25
2121,8542,owner,2121,5,5,5,5,4,5,5,dinner,4,evening,summer,outdoor,1,2025-07-25
1026,4149,owner,1026,5,4,5,5,4,5,5,casual,3,afternoon,summer,outdoor,1,2025-07-26
1027,4153,owner,1027,5,5,4,4,4,4,5,celebration,2,evening,summer,outdoor,1,2025-07-26
2122,8545,owner,2122,5,5,5,5,4,4,5,casual,2,afternoon,summer,outdoor,1,2025-07-26
2123,8549,owner,2123,4,5,5,5,3,3,5,casual,3,night,summer,outdoor,1,2025-07-26
2124,8554,guest_b,2124,5,5,5,5,4,5,5,lunch,8,afternoon,summer,indoor,1,2025-07-27
2125,8556,guest_b,2125,4,4,5,3,3,3,4,cocktail,9,evening,summer,outdoor,1,2025-07-27
1028,4157,guest_b,1028,4,3,5,5,4,4,5,celebration,9,afternoon,summer,outdoor,1,2025-07-28
1029,4160,guest_b,1029,3,3,2,3,2,3,4,lunch,12,evening,summer,outdoor,1,2025-07-28
2126,8563,guest_b,2126,3,3,2,2,2,4,3,cocktail,7,afternoon,summer,outdoor,1,2025-07-28
2127,8564,guest_b,2127,4,4,5,3,3,5,4,celebration,9,evening,summer,indoor,1,2025-07-28
1030,4163,guest_b,1030,4,5,5,3,3,3,4,lunch,9,afternoon,summer,indoor,1,2025-07-29
1031,4166,guest_b,1031,4,3,5,3,4,3,5,lunch,12,night,summer,indoor,1,2025-07-29
2128,8569,guest_a,2128,4,5,3,4,3,4,4,dinner,5,evening,summer,indoor,1,2025-07-29
1032,4169,guest_a,1032,5,5,4,4,5,4,5,lunch,4,evening,summer,outdoor,1,2025-07-30
1033,4175,guest_b,1033,3,2,2,3,3,3,4,celebration,12,afternoon,summer,outdoor,1,2025-07-31
1034,4180,guest_b,1034,5,5,5,5,4,5,5,celebration,10,night,summer,outdoor,1,2025-07-31
2129,8574,owner,2129,4,4,5,5,3,3,5,casual,3,afternoon,summer,outdoor,1,2025-07-31
2130,8577,owner,2130,5,4,5,4,4,5,5,dinner,4,evening,summer,indoor,1,2025-07-31
1035,4184,guest_a,1035,5,4,5,5,4,5,5,lunch,6,afternoon,summer,outdoor,1,2025-08-01
1036,4189,guest_a,1036,4,3,5,4,4,4,4,lunch,5,night,summer,outdoor,1,2025-08-01
2131,8581,guest_a,2131,3,3,2,3,3,3,3,cocktail,8,evening,summer,outdoor,1,2025-08-01
2132,8586,guest_a,2132,4,3,5,3,3,5,5,cocktail,6,afternoon,summer,outdoor,1,2025-08-02
1037,4192,guest_a,1037,3,3,3,3,3,2,3,lunch,5,afternoon,summer,indoor,1,2025-08-03
1038,4196,guest_a,1038,4,5,4,4,4,5,4,cocktail,6,night,summer,indoor,1,2025-08-03
2133,8591,owner,2133,4,3,5,5,3,3,4,celebration,2,evening,summer,indoor,1,2025-08-03
1039,4199,guest_a,1039,5,5,5,4,5,4,5,cocktail,6,afternoon,summer,outdoor,1,2025-08-04
2134,8594,guest_b,2134,5,5,5,5,5,4,5,cocktail,7,afternoon,summer,indoor,1,2025-08-04
2135,8598,guest_b,2135,5,5,5,4,5,4,5,lunch,9,evening,summer,outdoor,1,2025-08-04
1040,4203,owner,1040,5,5,5,5,4,4,5,dinner,2,afternoon,summer,outdoor,1,2025-08-05
2136,8601,owner,2136,4,5,5,5,4,5,5,casual,4,evening,summer,indoor,1,2025-08-05
2137,8606,guest_b,2137,4,5,4,3,4,4,4,lunch,10,afternoon,summer,outdoor,1,2025-08-06
2138,8609,guest_b,2138,4,3,5,5,4,4,4,cocktail,9,night,summer,indoor,1,2025-08-06
1041,4207,owner,1041,4,5,3,5,4,4,4,celebration,2,evening,summer,outdoor,1,2025-08-07
2139,8614,guest_a,2139,5,5,5,5,5,5,5,dinner,7,afternoon,summer,outdoor,1,2025-08-07
2140,8618,guest_a,2140,5,4,4,5,4,5,5,dinner,7,evening,summer,indoor,1,2025-08-07
2141,8623,guest_a,2141,4,3,3,3,3,4,4,lunch,7,evening,summer,outdoor,1,2025-08-08
1042,4211,guest_b,1042,3,3,3,3,2,3,3,celebration,6,afternoon,summer,indoor,1,2025-08-09
1043,4213,guest_b,1043,3,4,3,2,2,3,3,lunch,11,evening,summer,outdoor,1,2025-08-09
2142,8629,guest_a,2142,4,4,5,3,4,4,4,cocktail,6,afternoon,summer,outdoor,1,2025-08-09
2143,8630,guest_a,2143,4,4,3,3,3,5,4,cocktail,6,evening,summer,indoor,1,2025-08-09
2144,8636,guest_a,2144,4,4,3,4,4,5,5,cocktail,8,afternoon,summer,indoor,1,2025-08-10
2145,8638,guest_a,2145,3,3,3,3,3,3,3,cocktail,4,evening,summer,outdoor,1,2025-08-10
1044,4218,guest_a,1044,3,3,4,3,3,4,3,lunch,8,afternoon,summer,outdoor,1,2025-08-11
2146,8640,owner,2146,4,3,5,4,4,5,4,celebration,2,afternoon,summer,outdoor,1,2025-08-11
2147,8643,owner,2147,5,4,4,5,5,5,5,dinner,2,evening,summer,outdoor,1,2025-08-11
1045,4221,owner,1045,4,3,3,4,3,4,5,casual,2,afternoon,summer,outdoor,1,2025-08-13
1046,4226,owner,1046,5,5,5,4,4,5,5,dinner,2,evening,summer,outdoor,1,2025-08-13
2148,8646,owner,2148,4,4,5,3,4,3,5,casual,4,afternoon,summer,outdoor,1,2025-08-13
2149,8651,owner,2149,5,5,5,5,4,5,5,casual,4,evening,summer,indoor,1,2025-08-13
1047,4230,guest_b,1047,4,4,3,3,4,5,4,cocktail,7,afternoon,summer,outdoor,1,2025-08-14
1048,4235,guest_b,1048,5,4,5,5,4,5,5,cocktail,6,night,summer,outdoor,1,2025-08-14
2150,8656,owner,2150,5,4,4,5,5,4,5,celebration,3,evening,summer,outdoor,1,2025-08-14
2151,8660,owner,2151,5,5,5,5,4,4,5,dinner,4,night,summer,outdoor,1,2025-08-15
1049,4240,guest_a,1049,4,4,4,5,3,3,5,lunch,7,afternoon,summer,indoor,1,2025-08-16
2152,8666,guest_a,2152,4,5,5,3,4,3,5,cocktail,6,afternoon,summer,outdoor,1,2025-08-16
1050,4245,owner,1050,5,5,4,5,4,5,5,dinner,4,evening,summer,indoor,1,2025-08-17
2153,8668,guest_b,2153,4,4,3,3,4,5,4,celebration,7,afternoon,summer,outdoor,1,2025-08-17
2154,8672,guest_b,2154,4,3,4,5,3,5,4,celebration,11,night,summer,outdoor,1,2025-08-17
2155,8675,guest_b,2155,4,4,3,5,3,3,4,lunch,6,evening,summer,indoor,1,2025-08-18
1051,4250,guest_a,1051,3,2,2,2,3,2,3,dinner,5,afternoon,summer,outdoor,1,2025-08-19
1052,4254,guest_a,1052,4,3,4,3,3,5,5,cocktail,6,evening,summer,indoor,1,2025-08-19
2156,8680,guest_a,2156,5,5,5,4,4,5,5,cocktail,7,afternoon,summer,outdoor,1,2025-08-19
2157,8685,guest_a,2157,3,3,2,3,2,3,3,cocktail,5,night,summer,indoor,1,2025-08-19
1053,4260,owner,1053,3,2,2,4,2,2,4,celebration,3,night,summer,indoor,1,2025-08-21
1054,4263,guest_a,1054,5,4,5,4,5,5,5,lunch,4,afternoon,summer,indoor,1,2025-08-22
1055,4266,owner,1055,5,5,5,5,5,5,5,celebration,4,afternoon,summer,outdoor,1,2025-08-23
1056,4269,owner,1056,5,5,4,5,5,5,5,celebration,2,evening,summer,indoor,1,2025-08-23
2158,8688,owner,2158,5,5,5,5,5,5,5,celebration,3,afternoon,summer,outdoor,1,2025-08-23
2159,8692,owner,2159,4,4,5,4,4,5,4,celebration,4,night,summer,outdoor,1,2025-08-23
2160,8695,owner,2160,4,5,3,5,4,4,4,celebration,2,evening,summer,outdoor,1,2025-08-24
1057,4272,guest_a,1057,5,4,4,5,4,5,5,cocktail,8,evening,summer,outdoor,1,2025-08-25
2161,8701,owner,2161,4,3,3,3,4,3,4,celebration,3,afternoon,summer,outdoor,1,2025-08-25
1058,4277,guest_a,1058,4,5,4,4,4,5,5,cocktail,8,night,summer,outdoor,1,2025-08-26
2162,8706,guest_a,2162,5,5,4,4,5,5,5,cocktail,7,evening,summer,outdoor,1,2025-08-26
1059,4280,guest_a,1059,4,4,5,3,3,3,5,lunch,5,evening,summer,outdoor,1,2025-08-27
1060,4283,guest_a,1060,5,4,4,5,4,5,5,lunch,7,afternoon,summer,outdoor,1,2025-08-28
1061,4292,guest_a,1061,5,5,4,5,4,5,5,lunch,6,evening,summer,outdoor,1,2025-08-28
2163,8709,guest_a,2163,3,2,3,2,3,3,4,lunch,8,afternoon,summer,indoor,1,2025-08-28
2164,8711,guest_a,2164,4,5,3,5,4,3,4,lunch,5,evening,summer,outdoor,1,2025-08-28
1062,4293,guest_a,1062,4,3,5,3,3,4,4,lunch,7,afternoon,summer,indoor,1,2025-08-29
1063,4297,guest_a,1063,4,5,3,3,4,5,4,lunch,7,evening,summer,outdoor,1,2025-08-29
2165,8715,guest_b,2165,4,4,3,5,3,4,4,celebration,10,afternoon,summer,indoor,1,2025-08-29
2166,8720,guest_a,2166,4,3,3,5,3,3,4,lunch,5,evening,summer,outdoor,1,2025-08-30
1064,4302,owner,1064,4,4,5,5,3,5,5,dinner,2,afternoon,autumn,outdoor,1,2025-09-01
1065,4305,owner,1065,4,3,5,3,4,3,5,dinner,4,evening,autumn,outdoor,1,2025-09-01
1066,4309,guest_b,1066,3,4,2,4,3,4,4,lunch,11,afternoon,autumn,outdoor,1,2025-09-02
1067,4313,guest_b,1067,4,4,5,4,4,4,4,celebration,7,evening,autumn,outdoor,1,2025-09-02
2167,8723,owner,2167,5,4,5,5,5,5,5,casual,2,afternoon,autumn,indoor,1,2025-09-03
2168,8727,owner,2168,4,4,3,4,3,4,5,dinner,4,night,autumn,outdoor,1,2025-09-03
1068,4318,guest_b,1068,5,4,4,5,4,5,5,celebration,10,afternoon,autumn,indoor,1,2025-09-04
1069,4322,guest_b,1069,4,5,5,5,4,5,5,cocktail,10,evening,autumn,outdoor,1,2025-09-04
1070,4324,owner,1070,4,3,3,3,4,4,4,casual,3,afternoon,autumn,outdoor,1,2025-09-05
1071,4329,owner,1071,5,5,4,5,4,5,5,celebration,2,night,autumn,outdoor,1,2025-09-05
1072,4333,guest_a,1072,4,5,3,5,4,3,4,lunch,7,afternoon,autumn,indoor,1,2025-09-06
1073,4341,guest_a,1073,4,3,4,5,3,4,5,dinner,8,evening,autumn,outdoor,1,2025-09-06
2169,8730,guest_b,2169,4,5,3,4,3,5,5,lunch,12,afternoon,autumn,outdoor,1,2025-09-06
2170,8734,guest_b,2170,5,5,5,4,4,5,5,celebration,6,evening,autumn,indoor,1,2025-09-06
2171,8739,guest_a,2171,4,3,5,5,3,5,4,dinner,8,evening,autumn,outdoor,1,2025-09-07
1074,4343,owner,1074,4,3,3,3,4,5,4,celebration,4,afternoon,autumn,indoor,1,2025-09-08
1075,4346,owner,1075,4,5,3,5,3,3,5,casual,3,evening,autumn,indoor,1,2025-09-08
1076,4351,guest_b,1076,4,4,3,5,3,5,4,cocktail,7,afternoon,autumn,outdoor,1,2025-09-10
1077,4357,guest_b,1077,3,2,2,3,2,3,3,lunch,9,evening,autumn,outdoor,1,2025-09-10
1078,4360,guest_b,1078,5,4,5,4,4,4,5,cocktail,11,afternoon,autumn,outdoor,1,2025-09-11
1079,4364,guest_b,1079,3,3,3,4,3,2,4,cocktail,7,evening,autumn,outdoor,1,2025-09-11
2172,8744,guest_a,2172,5,4,5,5,5,5,5,cocktail,4,evening,autumn,outdoor,1,2025-09-11
1080,4367,guest_b,1080,3,2,4,4,2,4,4,lunch,9,afternoon,autumn,outdoor,1,2025-09-13
1081,4371,guest_b,1081,5,5,4,4,4,5,5,celebration,6,evening,autumn,outdoor,1,2025-09-13
2173,8748,guest_a,2173,5,5,5,5,5,4,5,dinner,7,afternoon,autumn,outdoor,1,2025-09-13
2174,8752,guest_a,2174,4,4,5,4,3,4,5,lunch,6,evening,autumn,outdoor,1,2025-09-13
2175,8757,guest_b,2175,3,4,4,4,2,4,4,cocktail,12,evening,autumn,outdoor,1,2025-09-14
1082,4374,owner,1082,4,3,5,4,4,3,5,celebration,2,afternoon,autumn,outdoor,1,2025-09-16
1083,4377,owner,1083,4,3,3,5,4,3,5,celebration,4,evening,autumn,indoor,1,2025-09-16
2176,8760,guest_b,2176,4,3,4,4,4,4,5,cocktail,9,evening,autumn,outdoor,1,2025-09-19
2177,8763,guest_b,2177,3,2,2,4,3,3,4,cocktail,8,afternoon,autumn,outdoor,1,2025-09-20
2178,8769,guest_b,2178,5,5,5,5,5,5,5,celebration,11,evening,autumn,outdoor,1,2025-09-20
2179,8771,guest_b,2179,5,4,5,4,5,5,5,lunch,10,afternoon,autumn,outdoor,1,2025-09-22
2180,8775,guest_b,2180,3,4,2,4,3,4,4,celebration,12,night,autumn,indoor,1,2025-09-22
2181,8777,owner,2181,5,5,5,4,5,5,5,celebration,3,night,autumn,outdoor,1,2025-09-23
1084,4382,owner,1084,5,5,4,5,4,5,5,dinner,3,afternoon,autumn,outdoor,1,2025-09-25
1085,4390,owner,1085,5,4,4,5,4,5,5,dinner,2,evening,autumn,outdoor,1,2025-09-25
2182,8781,guest_a,2182,5,4,5,4,5,5,5,cocktail,8,afternoon,autumn,outdoor,1,2025-09-25
1086,4392,owner,1086,5,5,4,5,4,5,5,celebration,4,afternoon,autumn,indoor,1,2025-09-28
1087,4399,owner,1087,4,3,4,4,3,5,4,celebration,2,night,autumn,indoor,1,2025-09-28
1088,4402,guest_b,1088,3,2,4,2,3,4,3,celebration,9,afternoon,autumn,indoor,1,2025-09-30
1089,4404,guest_b,1089,5,4,5,5,5,4,5,celebration,9,afternoon,autumn,outdoor,1,2025-10-02
1090,4408,guest_b,1090,4,5,3,4,4,3,4,lunch,8,night,autumn,outdoor,1,2025-10-02
1091,4413,owner,1091,4,4,3,5,4,3,4,dinner,4,evening,autumn,outdoor,1,2025-10-03
2183,8786,owner,2183,3,4,2,2,2,2,4,celebration,3,evening,autumn,indoor,1,2025-10-03
1092,4418,owner,1092,5,5,5,5,5,5,5,celebration,2,night,autumn,outdoor,1,2025-10-04
2184,8790,owner,2184,5,5,4,5,4,5,5,celebration,2,afternoon,autumn,outdoor,1,2025-10-04
2185,8795,owner,2185,4,3,5,5,3,5,4,celebration,2,evening,autumn,outdoor,1,2025-10-04
